0.000000000000000000e+00	0.000000000000000000e+00	-1.220000028610229492e+00	-2.300000041723251343e-01
1.000000000000000000e+00	0.000000000000000000e+00	-1.220000028610229492e+00	-2.300000041723251343e-01
2.000000000000000000e+00	0.000000000000000000e+00	-1.220000028610229492e+00	-2.300000041723251343e-01
3.000000000000000000e+00	0.000000000000000000e+00	-1.220000028610229492e+00	-2.300000041723251343e-01
4.000000000000000000e+00	0.000000000000000000e+00	-1.220000028610229492e+00	-2.300000041723251343e-01
5.000000000000000000e+00	0.000000000000000000e+00	-1.220000028610229492e+00	-2.300000041723251343e-01
6.000000000000000000e+00	0.000000000000000000e+00	-1.220000028610229492e+00	-2.300000041723251343e-01
7.000000000000000000e+00	0.000000000000000000e+00	-1.220000028610229492e+00	-2.300000041723251343e-01
8.000000000000000000e+00	0.000000000000000000e+00	-1.190000057220458984e+00	-2.300000041723251343e-01
9.000000000000000000e+00	0.000000000000000000e+00	-1.179999947547912598e+00	-2.500000000000000000e-01
1.000000000000000000e+01	0.000000000000000000e+00	-1.169999957084655762e+00	-2.700000107288360596e-01
1.100000000000000000e+01	0.000000000000000000e+00	-1.159999966621398926e+00	-2.899999916553497314e-01
1.200000000000000000e+01	0.000000000000000000e+00	-1.159999966621398926e+00	-3.199999928474426270e-01
1.300000000000000000e+01	0.000000000000000000e+00	-1.149999976158142090e+00	-3.499999940395355225e-01
1.400000000000000000e+01	0.000000000000000000e+00	-1.149999976158142090e+00	-3.799999952316284180e-01
1.500000000000000000e+01	0.000000000000000000e+00	-1.139999985694885254e+00	-4.099999964237213135e-01
1.600000000000000000e+01	0.000000000000000000e+00	-1.129999995231628418e+00	-4.499999880790710449e-01
1.700000000000000000e+01	0.000000000000000000e+00	-1.120000004768371582e+00	-4.799999892711639404e-01
1.800000000000000000e+01	0.000000000000000000e+00	-1.110000014305114746e+00	-5.299999713897705078e-01
1.900000000000000000e+01	0.000000000000000000e+00	-1.100000023841857910e+00	-5.699999928474426270e-01
0.000000000000000000e+00	1.000000000000000000e+00	2.559999942779541016e+00	-4.480000019073486328e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.480000019073486328e+00	-4.139999866485595703e+00
2.000000000000000000e+00	1.000000000000000000e+00	2.349999904632568359e+00	-3.799999952316284180e+00
3.000000000000000000e+00	1.000000000000000000e+00	2.289999961853027344e+00	-3.420000076293945312e+00
4.000000000000000000e+00	1.000000000000000000e+00	2.240000009536743164e+00	-3.069999933242797852e+00
5.000000000000000000e+00	1.000000000000000000e+00	2.119999885559082031e+00	-2.740000009536743164e+00
6.000000000000000000e+00	1.000000000000000000e+00	2.069999933242797852e+00	-2.359999895095825195e+00
7.000000000000000000e+00	1.000000000000000000e+00	2.099999904632568359e+00	-2.069999933242797852e+00
8.000000000000000000e+00	1.000000000000000000e+00	2.079999923706054688e+00	-1.809999942779541016e+00
9.000000000000000000e+00	1.000000000000000000e+00	2.039999961853027344e+00	-1.620000004768371582e+00
1.000000000000000000e+01	1.000000000000000000e+00	2.000000000000000000e+00	-1.460000038146972656e+00
1.100000000000000000e+01	1.000000000000000000e+00	1.960000038146972656e+00	-1.309999942779541016e+00
1.200000000000000000e+01	1.000000000000000000e+00	1.909999966621398926e+00	-1.179999947547912598e+00
1.300000000000000000e+01	1.000000000000000000e+00	1.860000014305114746e+00	-1.049999952316284180e+00
